,name,rating,sub_region,year,"price, kr.",light-bold,smooth-tannic,dry-sweet,soft-acidic,winery,light-bold-cat,smooth-tannic-cat,dry-sweet-cat,soft-acidic-cat,region,kompas,kompas2
1101,Donna Elena La Passione Segreta Primitivo di Manduria ,3.9,Primitivo di Manduria,2013,62.03 ,0.600238,0.260238,0.31857100000000005,0.117381,Conti Zecca,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
1102,Danuel Langhe Rosso ,3.6,Langhe,2013,146.50 ,0.65,0.5128050000000001,0.090701,0.332012,Le Strette,semi bold,semi tannic,dry,semi soft,Piemonte,North,North-west
1103,Baia li Diavoli Primitivo ,3.5,Salento,2013,73.95 ,0.6466459999999999,0.258018,0.516372,0.241707,Castello dei Conti,semi bold,smooth,sweet,semi soft,Puglia,East,South-east
1104,Insieme Nero d'Avola ,3.0,Terre Siciliane,2013,78.55 ,0.7653220000000001,0.379152,0.227633,0.268561,Santa Tresa,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
1105,Il Paggio ,3.2,Umbria,2013,59 ,0.431985,0.368015,0.0,0.4,Castello Delle Regine,semi light,semi smooth,dry,semi soft,Umbria,Central,Central
1106,Riserva Primitivo Gioia del Colle ,4.3,Gioia del Colle,2013,660.69 ,0.6962820000000001,0.19947800000000002,0.535732,0.109507,Tenute Chiaromonte,bold,smooth,sweet,soft,Puglia,East,South-east
1107,Ignobile Toscana ,3.5,Toscana,2013,90 ,0.404196,0.387909,0.0,0.47893300000000005,Azienda Agricola Il Palagio,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1108,Vialunga Langhe Nebbiolo ,3.9,Langhe,2013,81.26 ,0.604104,0.798632,0.0013678999999999996,0.779057,Vincenzo Bossotti,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1109,Selezione Antonio Castagnedi Amarone della Valpolicella ,4.2,Amarone della Valpolicella,2013,299 ,0.825,0.222273,0.459916,0.209268,Tenuta Sant'Antonio,bold,smooth,sweet,soft,Veneto,North,North-east
1110,Claps Refosco dal Peduncolo Rosso ,3.3,Friuli Grave,2013,90 ,0.65,0.44488900000000003,0.028499999999999998,0.15,Albino Armani,semi bold,semi smooth,dry,soft,Friuli-Venezia Giulia,North,North-east
1111,Ca'Marcanda Promis Toscana ,4.1,Toscana,2013,260 ,0.456407,0.369122,0.0236036,0.422802,Gaja,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1112,Gessara Barbera d'Asti Superiore ,4.0,Barbera d'Asti,2013,149 ,0.43115400000000004,0.245769,0.0,0.665385,Bonfante & Chiarle,semi light,smooth,dry,acidic,Piemonte,North,North-west
1113,Barolo Cerequio ,4.2,Barolo,2013,699 ,0.603107,0.770617,0.06436320000000001,0.825,Michele Chiarlo,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1114,Madonna Della Villa Carpeneto Cometa Barbera Del Monferrato ,4.5,Monferrato,2013,193.30 ,0.530417,0.13791699999999998,0.0,0.571458,,semi bold,smooth,dry,semi acidic,Piemonte,North,North-west
1115,Serradenari Barolo ,4.2,Barolo,2013,499 ,0.517153,0.775271,0.11708,0.804187,Giulia Negri,semi light,tannic,dry,acidic,Piemonte,North,North-west
1116,Brunello di Montalcino Riserva Vigna Paganelli ,4.5,Brunello di Montalcino,2013,549 ,0.48686799999999997,0.585695,0.04939369999999999,0.61832,Tenuta Il Poggione,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1117,Vigna Molsino ,4.3,Gattinara,2013,499 ,0.579056,0.7534810000000001,0.0669749,0.816095,Nervi,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1118,Barolo Cannubi San Lorenzo ,4.0,Barolo,2013,429 ,0.572676,0.7501349999999999,0.04159619999999999,0.825,Camerano,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1119,Casa Erbisti Amarone della Valpolicella ,4.5,Amarone della Valpolicella,2013,287.91 ,0.825,0.302027,0.514865,0.18885100000000002,Monte Cillario,bold,semi smooth,sweet,soft,Veneto,North,North-east
1120,Don Anselmo ,3.9,Aglianico del Vulture,2013,425 ,0.812878,0.433675,0.195979,0.274507,Paternoster,bold,semi smooth,semi dry,semi soft,Basilicata,South,South
1121,Supremo Primitivo di Manduria Riserva ,4.1,Primitivo di Manduria,2013,89.95 ,0.660059,0.22671600000000003,0.45500300000000005,0.10418,Corterosso,semi bold,smooth,sweet,soft,Puglia,East,South-east
1122,Col Tempo Syrah ,4.5,Veneto,2013,157.83 ,0.510885,0.30900999999999995,0.240208,0.19025999999999998,Lauterbach,semi light,semi smooth,semi dry,soft,Veneto,North,North-east
1123,Canace Nero di Troia ,4.3,Puglia,2013,151.58 ,0.825,0.364511,0.372516,0.20586200000000002,Cantina Diomede,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
1124,Corvina Veronese ,3.6,Valpolicella,2013,84 ,0.591459,0.360238,0.177378,0.28136099999999997,Antolini,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
1125,Vigna del Capannino Chianti Classico ,4.0,Chianti Classico,2013,499 ,0.4374,0.560816,0.082946,0.588932,Bibbiano,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1126,Sarsera Barbera d'Alba Superiore ,3.7,Barbera d'Alba,2013,105.25 ,0.50393,0.247648,0.016875,0.63857,Simone Scaletta,semi light,smooth,dry,acidic,Piemonte,North,North-west
1127,Lessona ,4.1,Lessona,2013,357.16 ,0.58341,0.418527,0.121701,0.322825,Proprieta Sperino,semi bold,semi smooth,dry,semi soft,Piemonte,North,North-west
1128,Barolo Parussi ,4.4,Barolo,2013,283.05 ,0.6590250000000001,0.7794070000000001,0.0,0.748008,Deltetto,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1129,Torre del Vajo ,3.5,Toscana,2013,76.20 ,0.5037189999999999,0.430442,0.0,0.468323,Torre a Cenaia,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1130,Ca' de' Rocchi Amarone della Valpolicella La Bastia ,4.3,Amarone della Valpolicella,2013,349 ,0.825,0.210788,0.436338,0.20110499999999998,Tinazzi,bold,smooth,semi sweet,soft,Veneto,North,North-east
1131,Forlago Amarone della Valpolicella Classico ,4.7,Amarone della Valpolicella Classico,2013,600 ,0.825,0.162596,0.466762,0.176828,Fratelli Vogadori,bold,smooth,sweet,soft,Veneto,North,North-east
1132, Primitivo Riserva ,4.4,Gioia del Colle,2013,298 ,0.670175,0.205,0.364236,0.118185,Tenuta Patruno Perniola,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
1133,Marzagaglia Primitivo ,4.2,Puglia,2013,169 ,0.657069,0.23028300000000002,0.244852,0.23783200000000002,Tenuta Patruno Perniola,semi bold,smooth,semi dry,semi soft,Puglia,East,South-east
1134,Barolo (Rocche) ,4.3,Barolo,2013,469 ,0.618785,0.723844,0.076841,0.788044,Rocche dei Manzoni,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1135,Barbaresco Riserva Montestefano ,4.3,Barbaresco,2013,721.17 ,0.618067,0.668518,0.0470747,0.825,Produttori del Barbaresco,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1136,Rosso di Altesino ,4.2,Toscana,2013,81.19 ,0.430698,0.341274,0.004721700000000002,0.46402299999999996,Altesino,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1137,Télos L'Amarone Amarone della Valpolicella ,4.3,Amarone della Valpolicella,2013,302.26 ,0.8183799999999999,0.245212,0.454769,0.205615,Tenuta Sant'Antonio,bold,smooth,sweet,soft,Veneto,North,North-east
1138,Barolo Millenovecento Riserva ,4.4,Barolo,2013,424.57 ,0.6218210000000001,0.695532,0.0,0.791075,Josetta Saffirio,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1139,Vendemmia d'Artista L'Eleganza ,4.6,Bolgheri Superiore,2013,1088.36 ,0.559099,0.584033,0.177133,0.489216,Ornellaia,semi bold,semi tannic,semi dry,semi acidic,Toscana,North,North-west
1140,Gran Tiati Gold Vintage ,4.4,Puglia,2013,259.91 ,0.823553,0.47523400000000005,0.120643,0.27826,Teanum,bold,semi tannic,dry,semi soft,Puglia,East,South-east
1141,Nepomuceno Rosso ,4.3,Benaco Bresciano,2013,500.25 ,0.648799,0.42885199999999996,0.171566,0.242581,Cantrina,semi bold,semi smooth,semi dry,semi soft,Lombardia,North,North
1142,Poliphemo Taurasi ,4.3,Taurasi,2013,383.60 ,0.825,0.487138,0.191068,0.318181,Luigi Tecce,bold,semi tannic,semi dry,semi soft,Campania,South,South-west
1143,Barbaresco Riserva Santo Stefano ,4.3,Barbaresco,2013,418.98 ,0.5944429999999999,0.650195,0.06177860000000001,0.8007420000000001,Castello di Neive,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1144,Barolo Lazzarito Preve ,4.3,Barolo,2013,1175 ,0.648903,0.691129,0.020409800000000002,0.784663,Gianni Gagliardo,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1145,Sister Moon ,4.2,Toscana,2013,279.32 ,0.461485,0.36822699999999997,0.07368330000000001,0.40027700000000005,Tenuta Il Palagio,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1146,Nativae Montepulciano D'Abruzzo ,3.8,Montepulciano d'Abruzzo,2013,149 ,0.327712,0.369554,0.083616,0.573461,Tenuta Ulisse,light,semi smooth,dry,semi acidic,Abruzzo,East,East
1147,Il Carrubo ,4.3,Terre Siciliane,2013,325 ,0.8085559999999999,0.36546300000000004,0.231508,0.235742,Vinding Montecarrubo,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
1148,Raffaello Rosso Veronese ,4.6,Rosso Veronese,2013,144.43 ,0.644645,0.257724,0.20785499999999998,0.21392,Fratelli Vogadori,semi bold,smooth,semi dry,semi soft,Veneto,North,North-east
1149,Brunello di Montalcino Vigna del Lago ,4.4,Brunello di Montalcino,2013,372.43 ,0.484394,0.515305,0.018588500000000004,0.579865,Val di Suga,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1150,Decavin Amarone della Valpolicella Classico ,4.7,Amarone della Valpolicella Classico,2013,234.69 ,0.825,0.15,0.43103400000000003,0.15,Dieci Terre,bold,smooth,semi sweet,soft,Veneto,North,North-east
1151,Ca' de' Rocchi Valpolicella Ripasso Superiore Monterè ,4.1,Valpolicella Ripasso,2013,495 ,0.650516,0.32920499999999997,0.279339,0.171931,Tinazzi,semi bold,semi smooth,semi dry,soft,Veneto,North,North-east
1152,Ca'Marcanda Bolgheri ,4.3,Bolgheri,2013,831.22 ,0.6038600000000001,0.650038,0.090046,0.521847,Gaja,semi bold,tannic,dry,semi acidic,Toscana,North,North-west
1153,Solare Toscana ,4.3,Toscana,2013,499 ,0.47218899999999997,0.402564,0.07746800000000001,0.428431,Capannelle,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1154,Palazzo della Torre ,3.9,Verona,2012,149 ,0.639076,0.358735,0.156695,0.226645,Allegrini,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
1155,Atesio Arte De Raisin ,3.5,Veneto,2012,50 ,0.568264,0.366754,0.147194,0.205214,Le Arche,semi bold,semi smooth,semi dry,soft,Veneto,North,North-east
1156,Amarone Della Valpolicella ,4.1,Amarone della Valpolicella,2012,250 ,0.825,0.19145900000000002,0.46251999999999993,0.20569800000000002,Antiche Terre Venete,bold,smooth,sweet,soft,Veneto,North,North-east
1157,Currà Barbaresco Riserva ,4.6,Barbaresco,2012,1005.56 ,0.647683,0.692332,0.088674,0.825,Bruno Rocca,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1158,Riserva Ducale Chianti Classico ,3.8,Chianti Classico,2012,94.67 ,0.423876,0.519745,0.0020682,0.620835,Ruffino,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1159,Barolo Sarmassa Vigna Merenda ,4.0,Barolo,2012,495 ,0.571998,0.7696980000000001,0.068088,0.7945299999999998,Scarzello,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1160,Vendemmia d'Artista L'Incanto ,4.5,Bolgheri Superiore,2012,1127.90 ,0.670787,0.679075,0.147106,0.512697,Ornellaia,semi bold,tannic,semi dry,semi acidic,Toscana,North,North-west
1161,Monte Ca' Bianca Amarone della Valpolicella Classico ,4.3,Amarone della Valpolicella Classico,2012,425 ,0.825,0.27337900000000004,0.451907,0.24015799999999998,Begali Lorenzo,bold,smooth,sweet,semi soft,Veneto,North,North-east
1162,Sorbaia ,4.6,Toscana,2012,510.54 ,0.390926,0.281829,0.0,0.417894,Tenuta Casanova,semi light,smooth,dry,semi acidic,Toscana,North,North-west
1163,Punto Merlot ,4.3,Colli Berici,2012,417.12 ,0.656447,0.42290700000000003,0.200913,0.20174199999999998,Punto Zero,semi bold,semi smooth,semi dry,soft,Veneto,North,North-east
1164,La Corte del Pozzo Amarone della Valpolicella ,4.3,Amarone della Valpolicella,2012,330 ,0.825,0.242545,0.45880000000000004,0.206038,Fasoli Gino,bold,smooth,sweet,soft,Veneto,North,North-east
1165,Moro Rosso ,3.8,Toscana,2012,120 ,0.531421,0.423956,0.034674699999999996,0.40104500000000004,Il Palazzo,semi bold,semi smooth,dry,semi soft,Toscana,North,North-west
1166,Altenasso Barolo ,4.3,Barolo,2012,259.95 ,0.611268,0.754949,0.021790199999999996,0.7870130000000001,Cavalier Bartolomeo,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1167,Il Sogno ,4.5,Gattinara,2012,484.31 ,0.635009,0.817358,0.183929,0.825,Travaglini,semi bold,tannic,semi dry,acidic,Piemonte,North,North-west
1168,Casa Santa Cabernet Sauvignon ,3.5,Erice,2012,86.12 ,0.724074,0.40969099999999997,0.27642,0.243858,Fazio,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
1169,Riserva Chianti Classico ,3.9,Chianti Classico,2012,173.65 ,0.493599,0.516677,0.014733900000000001,0.596138,Azienda Agricola Il Palagio,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1170,Brunello di Montalcino Vigneto Manachiara ,4.2,Brunello di Montalcino,2012,613.76 ,0.444228,0.579415,0.089809,0.6136889999999999,Tenute Silvio Nardi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1171,Ludovico ,4.2,Terre Siciliane,2012,130.20 ,0.825,0.41098,0.258995,0.227715,Tenute Orestiadi,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
1172,Al Passo Toscana ,3.8,Toscana,2012,104.28 ,0.446982,0.37587499999999996,0.0,0.41889400000000004,Tolaini,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1173,I Saltari Amarone della Valpolicella ,4.3,Amarone della Valpolicella,2012,290.06 ,0.825,0.210516,0.454747,0.220529,Sartori,bold,smooth,sweet,semi soft,Veneto,North,North-east
1174,Theobroma Rosso Veronese ,4.0,Rosso Veronese,2012,149 ,0.6557470000000001,0.4132,0.20514700000000002,0.278095,Antolini,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
1175,Korvilot Corvina - Merlot ,4.6,Veneto,2012,145.70 ,0.676454,0.258449,0.21744,0.286178,Recchia,semi bold,smooth,semi dry,semi soft,Veneto,North,North-east
1176,Barolo Riserva Vignolo ,4.2,Barolo,2012,849 ,0.623493,0.7410720000000001,0.0184434,0.816639,Cavallotto,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1177,Lorens Barolo ,4.6,Barolo,2012,320 ,0.632949,0.645158,0.008640800000000004,0.654903,Lodali,semi bold,semi tannic,dry,acidic,Piemonte,North,North-west
1178,San Clemente Montepulciano d'Abruzzo  Terre di Casauria Riserva ,4.2,Montepulciano d'Abruzzo,2012,166.85 ,0.411775,0.37500999999999995,0.06158560000000001,0.6195539999999999,Cantina Zaccagnini,semi light,semi smooth,dry,semi acidic,Abruzzo,East,East
1179,Maravita Perricone ,4.5,Sicilia,2012,349.02 ,0.825,0.445792,0.129101,0.328381,Castellucci Miano,bold,semi smooth,dry,semi soft,Sicilia,South,South
1180,Mossone ,4.5,Marche,2012,381.22 ,0.45346800000000004,0.38055799999999995,0.10439999999999999,0.414875,Azienda Santa Barbara - Stefano Antonucci,semi light,semi smooth,dry,semi soft,Marche,East,East
1181,Faro ,4.3,Faro,2012,435 ,0.743219,0.4121,0.207896,0.290284,Palari,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
1182,Vigneti del Versante Brunello di Montalcino ,4.5,Brunello di Montalcino,2012,1552.88 ,0.483348,0.49375100000000005,0.104749,0.567238,Pian dell'Orino,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1183,A Amarone della Valpolicella ,4.1,Amarone della Valpolicella,2012,299 ,0.825,0.201273,0.483058,0.195794,Alpha Zeta,bold,smooth,sweet,soft,Veneto,North,North-east
1184,Ripe al Convento Brunello di Montalcino Riserva ,4.6,Brunello di Montalcino,2012,1099 ,0.495952,0.55692,0.103598,0.602391,Tenuta CastelGiocondo,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1185,Barolo Luigi Arnulfo ,4.3,Barolo,2012,299 ,0.593634,0.7836879999999999,0.041798699999999994,0.825,Costa di Bussia - Tenuta Arnulfo,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1186,Es Primitivo di Manduria ,4.5,Primitivo di Manduria,2012,399 ,0.666797,0.220115,0.42403799999999997,0.103952,Gianfranco Fino,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
1187, Sessantanni Limited Edition Old Vines Primitivo di Manduria ,4.5,Primitivo di Manduria,2012,143.46 ,0.673202,0.17458300000000002,0.446006,0.077523,San Marzano,semi bold,smooth,sweet,soft,Puglia,East,South-east
1188,Le Lucére Brunello di Montalcino Riserva ,4.4,Brunello di Montalcino,2012,1495 ,0.41017499999999996,0.601732,0.0,0.6154930000000001,San Filippo,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1189,Recioto della Valpolicella Classico ,4.6,Recioto della Valpolicella Classico,2012,160 ,0.639175,0.288877,0.440104,0.20893599999999998,Fratelli Vogadori,semi bold,smooth,sweet,soft,Veneto,North,North-east
1190,Campo del Titari Amarone della Valpolicella Classico Riserva ,4.7,Amarone della Valpolicella Classico,2012,685.27 ,0.825,0.240652,0.513176,0.207517,Brunelli,bold,smooth,sweet,soft,Veneto,North,North-east
1191,Tre Tine Barolo ,4.5,Barolo,2012,4373 ,0.554245,0.7792279999999999,0.029611300000000007,0.825,Giuseppe Rinaldi,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1192,Arusnatico Valpolicella Ripasso Classico Superiore ,3.8,Valpolicella Ripasso,2012,149.27 ,0.583822,0.33508000000000004,0.25039300000000003,0.286883,Valentina Cubi,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
1193,J Prognai Amarone della Valpolicella ,4.8,Amarone della Valpolicella,2012,719.76 ,0.793617,0.163963,0.38723399999999997,0.213564,Fratelli Giuliari,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
1194,Villero Barolo ,4.1,Barolo,2012,1124 ,0.615135,0.7549079999999999,0.09648899999999999,0.825,Boroli,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1195,Vigo Etna Rosso ,4.0,Etna,2012,275 ,0.6994199999999999,0.43247,0.189673,0.342258,Romeo del Castello,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
1196,Pajè Barbaresco Vecchie Viti ,4.4,Barbaresco,2012,1601.44 ,0.565896,0.674315,0.015832699999999998,0.825,Roagna,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1197,Le Poiane Amarone della Valpolicella Classico ,4.2,Amarone della Valpolicella Classico,2012,174.84 ,0.82209,0.209345,0.46722499999999995,0.250401,Bolla,bold,smooth,sweet,semi soft,Veneto,North,North-east
1198,Tancredi ,4.0,Terre Siciliane,2012,161.63 ,0.809284,0.435606,0.24390499999999998,0.25073799999999996,Donnafugata,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
1199,Cretarossa Irpinia Campi Taurasini ,3.8,Irpinia,2012,122.90 ,0.8068989999999999,0.522205,0.186938,0.357704,I Favati,bold,semi tannic,semi dry,semi soft,Campania,South,South-west
1200,Medeo Montefalco Sagrantino ,4.6,Montefalco Sagrantino,2012,331.46 ,0.557438,0.567654,0.13107999999999997,0.466806,Romanelli,semi bold,semi tannic,dry,semi acidic,Umbria,Central,Central
1201,Lavinia Maria Toscana ,4.6,Toscana,2012,1206.01 ,0.45252400000000004,0.33,0.150752,0.450218,Tenuta Argentiera,semi light,semi smooth,semi dry,semi acidic,Toscana,North,North-west
1202,Il Fauno di Arcanum ,4.1,Toscana,2012,144.73 ,0.485824,0.388284,0.018015999999999997,0.426728,Arcanum,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1203,Barolo Riserva Bricco Boschis Vigna San Giuseppe ,4.3,Barolo,2012,737.41 ,0.641679,0.7871769999999999,0.084644,0.821699,Cavallotto,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1204,Palazzi Rosso Toscana ,4.4,Toscana,2012,1409.64 ,0.519127,0.444332,0.178521,0.42491599999999996,Tenuta di Trinoro,semi light,semi smooth,semi dry,semi acidic,Toscana,North,North-west
1205,Heletto ,4.6,Veneto,2012,423.25 ,0.664828,0.353329,0.27,0.23471699999999998,Garbole,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
1206,Braccale Rosso ,3.8,Toscana,2012,205 ,0.459536,0.403375,0.0615399,0.444853,Jacopo Biondi-Santi,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1207,Baruffo Chianti Classico Riserva ,4.0,Chianti Classico,2012,189 ,0.50654,0.5914470000000001,0.028013199999999995,0.5806049999999999,Cantalici,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1208,Zovo Amarone della Valpolicella ,4.2,Amarone della Valpolicella,2012,199 ,0.798325,0.274792,0.43688999999999995,0.226416,Zanoni,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
1209,Annacare ,4.1,Etna,2012,399 ,0.825,0.46923499999999996,0.257471,0.272059,Tenuta di Aglaea,bold,semi tannic,semi dry,semi soft,Sicilia,South,South
1210,Rosso de Véo Umbria ,4.6,Umbria,2012,398.39 ,0.484705,0.44953699999999996,0.032797599999999996,0.445571,Paolo Bea,semi light,semi smooth,dry,semi acidic,Umbria,Central,Central
1211,Zebras Brunello di Montalcino ,4.6,Brunello di Montalcino,2012,304.94 ,0.437288,0.547219,0.039654600000000005,0.602418,Villa I Cipressi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1212,Palmenti Primitivo di Manduria Vigne Vecchie ,4.3,Primitivo di Manduria,2012,220 ,0.650334,0.18951,0.47291400000000006,0.08134999999999999,Masseria Pietrosa,semi bold,smooth,sweet,soft,Puglia,East,South-east
1213,Campo León Amarone della Valpolicella ,4.5,Amarone della Valpolicella,2012,297 ,0.825,0.210684,0.477442,0.21699400000000002,Latium Morini,bold,smooth,sweet,semi soft,Veneto,North,North-east
1214,Toscana Grifi ,4.0,Toscana,2012,290.49 ,0.488546,0.40563299999999997,0.054420500000000004,0.453709,Avignonesi,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1215,Vitae Verona Rosso ,4.6,Verona,2012,147.67 ,0.5734429999999999,0.34577800000000003,0.06398580000000001,0.19014199999999998,Corte Fornaledo,semi bold,semi smooth,dry,soft,Veneto,North,North-east
1216,San Zeno Amarone Della Valpolicella ,4.6,Amarone della Valpolicella,2012,221.51 ,0.568125,0.31875,0.4,0.31875,Villa Morago,semi bold,semi smooth,semi sweet,semi soft,Veneto,North,North-east
1217,Villa Antinori Chianti Classico Riserva ,3.9,Chianti Classico,2012,179.95 ,0.45580800000000005,0.531658,0.0293276,0.608899,Antinori,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1218,Cruino Rosso Veronese ,4.3,Rosso Veronese,2012,249 ,0.694772,0.373231,0.29462700000000003,0.235961,Zeni,bold,semi smooth,semi sweet,semi soft,Veneto,North,North-east
1219,Amarone della Valpolicella Classico Riserva (Sergio Zenato) ,4.6,Amarone della Valpolicella Classico,2012,680.42 ,0.825,0.21638000000000002,0.485997,0.19644000000000003,Zenato,bold,smooth,sweet,soft,Veneto,North,North-east
1220,Barrosu Cannonau di Sardegna Riserva Franzisca ,4.6,Cannonau di Sardegna,2012,281 ,0.64988,0.36950299999999997,0.0275599,0.36570199999999997,Giovanni Montisci,semi bold,semi smooth,dry,semi soft,Sardegna,West,West
1221,Rotondo ,3.9,Aglianico del Vulture,2012,329 ,0.825,0.428474,0.199228,0.266075,Paternoster,bold,semi smooth,semi dry,semi soft,Basilicata,South,South
1222,Le Serre Nuove ,4.2,Bolgheri,2012,557.35 ,0.624615,0.6238779999999999,0.0587467,0.516644,Ornellaia,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
1223,Cabernet Sauvignon Borgo Tesis ,3.3,Friuli Grave,2012,97.46 ,0.579671,0.40043999999999996,0.031795800000000006,0.31581600000000004,Fantinel,semi bold,semi smooth,dry,semi soft,Friuli-Venezia Giulia,North,North-east
1224,Per Non Dormire ,4.3,Toscana,2012,271.87 ,0.546901,0.409793,0.017954499999999998,0.45258299999999996,Torre a Cenaia,semi bold,semi smooth,dry,semi acidic,Toscana,North,North-west
1225,Ferro ,4.5,Toscana,2012,707.61 ,0.522698,0.421173,0.082858,0.41279699999999997,Collazzi,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1226,Vigneti di Jago Amarone della Valpolicella Classico ,4.3,Amarone della Valpolicella Classico,2012,341.52 ,0.825,0.25198899999999996,0.443345,0.200478,Domini Veneti,bold,smooth,sweet,soft,Veneto,North,North-east
1227,Barolo San Lorenzo di Verduno ,4.2,Barolo,2012,399 ,0.6049100000000001,0.737098,0.025584600000000002,0.778934,Fratelli Alessandria,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1228,Bakán Montepulciano d'Abruzzo Colline Teramane ,3.8,Montepulciano d'Abruzzo Colline Teramane,2012,74.41 ,0.36241100000000004,0.35987499999999994,0.181929,0.641893,Torri,light,semi smooth,semi dry,acidic,Abruzzo,East,East
1229,Tenuta Guado al Tasso Cont'Ugo Bolgheri ,4.2,Bolgheri,2012,379 ,0.622295,0.624633,0.0708812,0.504123,Antinori,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
1230,Taurasi di Umberto ,4.3,Taurasi,2012,178.02 ,0.8195,0.471029,0.180779,0.31573500000000004,Donnachiara,bold,semi tannic,semi dry,semi soft,Campania,South,South-west
1231,Castel Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2012,340 ,0.7994499999999999,0.181088,0.5425679999999999,0.20324799999999998,Roberto Mazzi,bold,smooth,sweet,soft,Veneto,North,North-east
1232,Selvarossa Riserva ,4.1,Salice Salentino,2012,256.98 ,0.819553,0.332973,0.353859,0.227253,Cantine due Palme,bold,semi smooth,semi sweet,semi soft,Puglia,East,South-east
1233,Capitel Monte Olmi Amarone della Valpolicella Classico Riserva ,4.3,Valpolicella,2012,699 ,0.825,0.26881,0.47756,0.259629,Tedeschi,bold,smooth,sweet,semi soft,Veneto,North,North-east
1234,Cardisco ,4.5,Toscana,2012,220.50 ,0.414527,0.47573,0.04811730000000001,0.498971,I Selvatici,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1235,Amarone Classico Monte Danieli ,4.5,Amarone della Valpolicella Classico,2012,355 ,0.816672,0.28698599999999996,0.409264,0.253259,Corte Rugolin,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
1236,Greppicante Bolgheri ,3.7,Bolgheri,2012,149 ,0.652441,0.6275809999999999,0.016015699999999997,0.519158,I Greppi,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
1237,Campo Masua Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2012,349 ,0.825,0.22930999999999999,0.471146,0.2347,Venturini,bold,smooth,sweet,semi soft,Veneto,North,North-east
